manufacturer_id,name,country,founded_year,number_of_employees,annual_revenue
3374,Iota Motors 3374,USA,1947,8245,28.61
3375,Beta Motors 3375,UK,2013,21824,61.62
3376,Alpha Motors 3376,Brazil,1959,38426,15.82
3377,Kappa Motors 3377,Italy,1914,24335,41.07
3378,Delta Motors 3378,USA,1971,20490,40.06
3379,Gamma Motors 3379,Germany,2003,44037,40.83
3380,Theta Motors 3380,South Korea,1917,43790,29.34
3381,Alpha Motors 3381,USA,1930,40479,61.01
3382,Alpha Motors 3382,France,1920,32788,46.15
3383,Alpha Motors 3383,India,1916,34200,40.57
3384,Iota Motors 3384,Italy,2008,45484,75.14
3385,Zeta Motors 3385,India,1972,27954,110.16
3386,Theta Motors 3386,Japan,1931,9138,56.81
3387,Delta Motors 3387,Japan,1913,36790,115.45
3388,Zeta Motors 3388,India,1974,7526,111.01
3389,Theta Motors 3389,Italy,1914,47735,49.44
3390,Theta Motors 3390,Italy,1907,5228,20.18
3391,Delta Motors 3391,USA,1904,43041,97.36
3392,Epsilon Motors 3392,Germany,1966,9996,131.53
3393,Gamma Motors 3393,Germany,1968,13226,145.06
3394,Eta Motors 3394,UK,1979,12486,130.51
3395,Delta Motors 3395,UK,2015,38848,48.35
3396,Iota Motors 3396,Germany,1927,5646,27.24
3397,Delta Motors 3397,China,2003,22686,116.48
3398,Zeta Motors 3398,India,1972,39485,82.04
3399,Delta Motors 3399,Brazil,2013,33825,23.12
3400,Kappa Motors 3400,India,1968,15542,36.65
3401,Beta Motors 3401,Italy,1992,48642,114.73
3402,Iota Motors 3402,France,1928,12811,48.89
3403,Epsilon Motors 3403,France,1900,33639,88.33
3404,Gamma Motors 3404,South Korea,2008,7648,83.38
3405,Delta Motors 3405,Italy,2017,22794,10.19
3406,Iota Motors 3406,Japan,1964,15227,22.34
3407,Delta Motors 3407,South Korea,1981,9657,45.99
3408,Eta Motors 3408,Italy,1983,44314,32.01
3409,Theta Motors 3409,Germany,1922,47842,40.88
3410,Alpha Motors 3410,Italy,1918,22170,42.77
3411,Beta Motors 3411,Japan,1954,40882,88.93
3412,Epsilon Motors 3412,UK,1961,12378,25.4
3413,Iota Motors 3413,Germany,1993,45829,32.31
3414,Kappa Motors 3414,India,1921,32054,9.38
3415,Alpha Motors 3415,Italy,1958,34954,26.04
3416,Gamma Motors 3416,South Korea,1914,1994,23.55
3417,Theta Motors 3417,South Korea,2018,1958,134.71
3418,Kappa Motors 3418,Japan,1925,36465,131.72
3419,Alpha Motors 3419,Germany,1946,38830,57.51
3420,Gamma Motors 3420,South Korea,1977,12915,68.21
3421,Gamma Motors 3421,South Korea,1911,36705,44.31
3422,Kappa Motors 3422,South Korea,2000,40303,92.96
3423,Iota Motors 3423,Italy,1924,31334,103.57
3424,Alpha Motors 3424,USA,1933,30455,95.45
3425,Iota Motors 3425,France,1912,32107,80.58
3426,Epsilon Motors 3426,UK,1929,11498,122.24
3427,Delta Motors 3427,Brazil,1939,13163,46.65
3428,Alpha Motors 3428,Italy,1974,3367,69.73
3429,Eta Motors 3429,Germany,1954,26108,10.8
3430,Epsilon Motors 3430,Japan,1933,35727,81.8
3431,Iota Motors 3431,China,1916,44398,101.25
3432,Eta Motors 3432,France,2012,19898,73.93
3433,Gamma Motors 3433,USA,2022,707,36.14
3434,Gamma Motors 3434,Brazil,1997,7919,131.81
3435,Iota Motors 3435,USA,1907,22498,91.37
3436,Alpha Motors 3436,Brazil,1912,28575,118.31
3437,Kappa Motors 3437,UK,1925,29924,11.04
3438,Eta Motors 3438,India,1937,22008,39.12
3439,Zeta Motors 3439,France,1961,2254,23.1
3440,Delta Motors 3440,Japan,1985,31801,103.31
3441,Epsilon Motors 3441,Brazil,2012,2694,29.26
3442,Delta Motors 3442,Italy,2008,32842,4.23
3443,Theta Motors 3443,USA,2005,17756,49.56
3444,Alpha Motors 3444,USA,1998,1104,61.66
3445,Gamma Motors 3445,South Korea,1973,43459,17.78
3446,Eta Motors 3446,Brazil,2005,16570,29.66
3447,Eta Motors 3447,Germany,2010,10928,55.23
3448,Theta Motors 3448,USA,1936,2242,66.13
3449,Beta Motors 3449,UK,1911,35120,67.78
3450,Theta Motors 3450,USA,1923,10453,137.25
3451,Iota Motors 3451,China,1935,25680,96.95
3452,Beta Motors 3452,Japan,2015,13293,95.11
3453,Delta Motors 3453,Brazil,2011,25045,40.48
3454,Iota Motors 3454,USA,1904,30048,24.28
3455,Epsilon Motors 3455,UK,1901,12652,107.45
3456,Theta Motors 3456,UK,1949,41014,57.74
3457,Alpha Motors 3457,India,1981,35398,111.95
3458,Alpha Motors 3458,France,1985,46565,20.68
3459,Eta Motors 3459,India,1900,20383,88.05
3460,Zeta Motors 3460,China,1942,44898,21.8
3461,Theta Motors 3461,Japan,1986,47641,55.33
3462,Zeta Motors 3462,Italy,1960,39856,145.19
3463,Eta Motors 3463,France,1927,24012,56.26
3464,Gamma Motors 3464,Japan,1928,1720,139.59
3465,Epsilon Motors 3465,UK,2013,3645,47.3
3466,Zeta Motors 3466,Germany,1982,35772,121.62
3467,Eta Motors 3467,India,1948,21591,6.74
3468,Iota Motors 3468,China,1997,5120,118.83
3469,Kappa Motors 3469,China,1963,9144,111.26
3470,Zeta Motors 3470,South Korea,1963,21803,118.82
3471,Zeta Motors 3471,Italy,1976,26904,57.78
3472,Alpha Motors 3472,Brazil,1940,1123,103.87
3473,Alpha Motors 3473,Brazil,1970,13648,116.86
3474,Beta Motors 3474,Japan,2005,44386,148.47
3475,Alpha Motors 3475,Brazil,1918,813,52.19
3476,Epsilon Motors 3476,France,1991,18440,136.38
3477,Iota Motors 3477,Brazil,2013,39945,85.28
3478,Kappa Motors 3478,Italy,2003,46637,60.91
3479,Iota Motors 3479,France,1998,49194,63.72
3480,Delta Motors 3480,South Korea,2006,38653,84.88
3481,Eta Motors 3481,France,1985,38664,129.21
3482,Epsilon Motors 3482,Germany,1973,8234,84.1
3483,Delta Motors 3483,India,1901,24416,128.21
3484,Beta Motors 3484,France,1929,47481,37.82
3485,Epsilon Motors 3485,Brazil,1981,18815,14.42
3486,Eta Motors 3486,USA,1996,29539,12.27
3487,Zeta Motors 3487,Brazil,1917,22796,148.69
3488,Alpha Motors 3488,Brazil,1976,37746,106.8
3489,Kappa Motors 3489,Japan,1966,40904,91.85
3490,Eta Motors 3490,Japan,1920,45686,73.29
3491,Iota Motors 3491,Germany,1933,19123,96.67
3492,Gamma Motors 3492,USA,1976,2553,84.55
3493,Zeta Motors 3493,USA,1958,12555,3.89
3494,Alpha Motors 3494,UK,2002,27971,93.25
3495,Beta Motors 3495,Japan,1944,2057,29.82
3496,Zeta Motors 3496,USA,2006,37881,108.71
3497,Kappa Motors 3497,Italy,1965,7318,122.99
3498,Zeta Motors 3498,Germany,1900,46436,60.57
3499,Kappa Motors 3499,USA,1957,31501,134.19
3500,Alpha Motors 3500,France,1970,12143,85.33
3501,Alpha Motors 3501,UK,1989,21625,103.8
3502,Theta Motors 3502,India,1952,15004,30.57
3503,Epsilon Motors 3503,China,1956,36575,44.69
3504,Kappa Motors 3504,Germany,1988,41915,62.49
3505,Eta Motors 3505,USA,1975,26161,124.22
3506,Alpha Motors 3506,Japan,1962,44309,86.16
3507,Epsilon Motors 3507,Japan,1959,28669,87.25
3508,Zeta Motors 3508,UK,1975,40781,101.13
3509,Theta Motors 3509,UK,1958,36170,23.2
3510,Alpha Motors 3510,India,1961,13930,4.67
3511,Delta Motors 3511,South Korea,1991,45560,111.07
3512,Beta Motors 3512,Italy,1935,10535,117.48
3513,Eta Motors 3513,South Korea,1971,32079,3.99
3514,Zeta Motors 3514,Japan,2010,22915,48.73
3515,Kappa Motors 3515,Japan,1996,44809,75.9
3516,Eta Motors 3516,UK,1945,15047,40.45
3517,Kappa Motors 3517,UK,1968,46142,78.67
3518,Delta Motors 3518,Japan,2007,11042,130.29
3519,Eta Motors 3519,South Korea,1933,25910,91.22
3520,Theta Motors 3520,Germany,2011,37119,31.04
3521,Beta Motors 3521,Japan,1959,49033,68.21
3522,Gamma Motors 3522,South Korea,1964,46197,149.97
3523,Beta Motors 3523,Germany,1960,41955,16.31
3524,Iota Motors 3524,Japan,1942,2355,42.93
3525,Zeta Motors 3525,UK,2011,44978,60.57
3526,Epsilon Motors 3526,UK,1918,15882,86.86
3527,Kappa Motors 3527,Japan,1912,31635,136.67
3528,Beta Motors 3528,Brazil,1985,13513,53.27
3529,Alpha Motors 3529,Brazil,1995,39110,13.48
3530,Epsilon Motors 3530,Italy,1950,33183,3.79
3531,Beta Motors 3531,South Korea,1960,2518,130.28
3532,Zeta Motors 3532,Germany,1904,23691,48.61
3533,Iota Motors 3533,China,1907,7044,46.91
3534,Theta Motors 3534,Germany,1932,25577,121.53
3535,Kappa Motors 3535,Brazil,1927,6879,148.24
3536,Epsilon Motors 3536,Italy,1983,33361,89.97
3537,Delta Motors 3537,Brazil,1979,14747,118.67
3538,Gamma Motors 3538,Italy,1965,13845,48.82
3539,Gamma Motors 3539,Japan,1997,44051,52.9
3540,Theta Motors 3540,India,1946,36573,105.63
3541,Eta Motors 3541,India,1971,16615,14.5
3542,Beta Motors 3542,UK,1959,49022,67.77
3543,Beta Motors 3543,Japan,1957,46072,56.09
3544,Alpha Motors 3544,India,1968,23354,149.48
3545,Beta Motors 3545,Brazil,1987,42188,66.35
3546,Epsilon Motors 3546,France,2009,39586,24.97
3547,Iota Motors 3547,Italy,1995,11260,149.34
3548,Eta Motors 3548,Italy,1941,10030,33.42
3549,Beta Motors 3549,Brazil,1959,23607,112.11
3550,Theta Motors 3550,South Korea,1972,33761,23.73
3551,Gamma Motors 3551,USA,1903,28775,20.56
3552,Zeta Motors 3552,UK,1993,35264,31.92
3553,Gamma Motors 3553,Italy,1932,37022,51.1
3554,Kappa Motors 3554,South Korea,1939,4100,93.39
3555,Eta Motors 3555,Germany,2022,25449,54.36
3556,Kappa Motors 3556,USA,2004,18642,133.71
3557,Gamma Motors 3557,UK,2001,13403,107.11
3558,Gamma Motors 3558,Japan,1962,42632,134.61
3559,Beta Motors 3559,Japan,1994,1089,114.26
3560,Iota Motors 3560,South Korea,1964,501,30.33
3561,Zeta Motors 3561,France,1964,15398,38.46
3562,Gamma Motors 3562,France,1994,40379,141.83
3563,Eta Motors 3563,Japan,1989,6308,1.19
3564,Epsilon Motors 3564,Japan,1989,16241,106.14
3565,Alpha Motors 3565,USA,2015,37552,77.0
3566,Zeta Motors 3566,Germany,1915,38089,93.08
3567,Iota Motors 3567,UK,2020,45849,30.9
3568,Zeta Motors 3568,USA,1993,39036,115.55
3569,Kappa Motors 3569,India,1998,4497,5.14
3570,Kappa Motors 3570,UK,1900,2697,31.44
3571,Iota Motors 3571,Japan,1995,19569,18.14
3572,Zeta Motors 3572,USA,1993,45876,73.24
3573,Gamma Motors 3573,France,2019,12557,9.86
3574,Iota Motors 3574,UK,1902,41252,30.12
3575,Iota Motors 3575,South Korea,1936,49178,18.24
3576,Alpha Motors 3576,USA,1905,23226,117.99
3577,Iota Motors 3577,Germany,1974,38351,144.13
3578,Zeta Motors 3578,China,1926,9063,37.7
3579,Beta Motors 3579,India,1943,41455,122.15
3580,Zeta Motors 3580,Italy,1976,22491,64.9
3581,Alpha Motors 3581,France,1908,49144,30.77
3582,Eta Motors 3582,Germany,1936,45349,149.34
3583,Kappa Motors 3583,Germany,1967,29928,65.22
3584,Alpha Motors 3584,Germany,1916,37202,10.64
3585,Eta Motors 3585,France,2017,45810,60.98
3586,Alpha Motors 3586,Brazil,1926,39123,125.04
3587,Kappa Motors 3587,France,2008,48851,2.16
3588,Delta Motors 3588,USA,2021,33961,70.72
3589,Beta Motors 3589,USA,1936,41911,44.28
3590,Zeta Motors 3590,Brazil,1980,46546,127.07
3591,Gamma Motors 3591,France,1962,23269,18.38
3592,Delta Motors 3592,Italy,1907,27261,63.06
3593,Gamma Motors 3593,Germany,1907,37769,75.36
3594,Alpha Motors 3594,South Korea,1957,48569,38.15
3595,Zeta Motors 3595,UK,1927,46141,26.08
3596,Zeta Motors 3596,Brazil,1905,15118,28.96
3597,Eta Motors 3597,India,1911,2660,35.95
3598,Delta Motors 3598,UK,1919,16700,14.48
3599,Zeta Motors 3599,France,2005,413,61.39
3600,Delta Motors 3600,Brazil,2021,39000,114.52
3601,Delta Motors 3601,India,2015,6341,1.2
3602,Zeta Motors 3602,France,1955,49435,104.68
3603,Zeta Motors 3603,USA,2010,32919,123.73
3604,Eta Motors 3604,Brazil,1989,48120,64.21
3605,Zeta Motors 3605,Germany,1930,41845,45.24
3606,Iota Motors 3606,Brazil,2009,19440,4.72
3607,Epsilon Motors 3607,UK,1999,43073,85.16
3608,Eta Motors 3608,Italy,1984,18836,82.03
3609,Beta Motors 3609,Germany,2008,17539,78.09
3610,Zeta Motors 3610,South Korea,1948,30632,28.96
3611,Theta Motors 3611,UK,1935,14336,22.46
3612,Gamma Motors 3612,USA,1928,7441,68.03
3613,Eta Motors 3613,China,1931,3622,125.27
3614,Delta Motors 3614,UK,1961,11542,85.87
3615,Epsilon Motors 3615,India,1924,46607,89.26
3616,Zeta Motors 3616,USA,1916,33746,44.7
3617,Beta Motors 3617,Italy,1997,9872,109.22
3618,Delta Motors 3618,France,1965,14554,137.02
3619,Eta Motors 3619,Germany,1935,43538,100.41
3620,Eta Motors 3620,France,1929,9644,75.73
3621,Delta Motors 3621,France,1951,19359,24.08
3622,Delta Motors 3622,South Korea,1904,47400,146.96
3623,Gamma Motors 3623,Japan,1920,37293,83.23
3624,Eta Motors 3624,Brazil,1986,6565,105.05
3625,Beta Motors 3625,China,1939,45283,61.91
3626,Theta Motors 3626,South Korea,2014,39255,108.01
3627,Epsilon Motors 3627,China,1913,13588,49.95
3628,Theta Motors 3628,South Korea,1917,40278,45.84
3629,Alpha Motors 3629,China,2003,48393,72.64
3630,Theta Motors 3630,China,1962,17798,125.52
3631,Iota Motors 3631,Japan,1959,44844,19.99
3632,Kappa Motors 3632,USA,1959,13846,67.19
3633,Gamma Motors 3633,Brazil,1943,22858,20.36
3634,Delta Motors 3634,USA,1988,4969,89.1
3635,Iota Motors 3635,Brazil,1961,44916,7.09
3636,Epsilon Motors 3636,China,1961,22055,79.58
3637,Zeta Motors 3637,France,1907,13125,113.19
3638,Kappa Motors 3638,Italy,1965,15416,48.73
3639,Delta Motors 3639,USA,1974,28909,7.6
3640,Iota Motors 3640,France,1913,17448,69.5
3641,Eta Motors 3641,South Korea,1938,8059,66.0
3642,Alpha Motors 3642,Italy,1937,41102,66.29
3643,Theta Motors 3643,Japan,1993,32844,46.89
3644,Delta Motors 3644,Germany,2007,32002,11.67
3645,Iota Motors 3645,Germany,2008,30312,59.83
3646,Zeta Motors 3646,Italy,1980,14800,54.9
3647,Alpha Motors 3647,Brazil,1907,39620,47.0
3648,Beta Motors 3648,India,1966,23276,76.94
3649,Epsilon Motors 3649,China,1945,7425,106.74
3650,Gamma Motors 3650,Italy,1915,46649,54.11
3651,Gamma Motors 3651,Italy,2019,5549,15.2
3652,Theta Motors 3652,Italy,1979,8971,52.01
3653,Gamma Motors 3653,UK,1947,20443,6.44
3654,Kappa Motors 3654,UK,1919,23611,100.71
3655,Beta Motors 3655,India,1979,41922,4.35
3656,Gamma Motors 3656,Italy,1969,8966,47.23
3657,Zeta Motors 3657,India,1931,22323,16.43
3658,Theta Motors 3658,Italy,1999,46724,3.2
3659,Kappa Motors 3659,USA,1978,12648,75.54
3660,Beta Motors 3660,Germany,1933,42028,25.4
3661,Eta Motors 3661,UK,1969,45765,13.1
3662,Alpha Motors 3662,USA,1994,30879,79.1
3663,Gamma Motors 3663,Brazil,1913,17580,127.23
3664,Gamma Motors 3664,South Korea,1959,9795,96.46
3665,Delta Motors 3665,Germany,1978,46493,108.35
3666,Zeta Motors 3666,USA,1985,4020,97.86
3667,Theta Motors 3667,Japan,1931,34035,98.4
3668,Alpha Motors 3668,Japan,1932,925,85.13
3669,Iota Motors 3669,France,1937,47873,78.85
3670,Alpha Motors 3670,Italy,1929,23109,91.37
3671,Iota Motors 3671,Italy,1903,40429,50.54
3672,Zeta Motors 3672,USA,2018,31595,100.8
3673,Eta Motors 3673,India,1990,21468,10.86
3674,Delta Motors 3674,Japan,1932,1987,0.81
3675,Alpha Motors 3675,Italy,1988,48885,2.97
3676,Kappa Motors 3676,India,1975,25507,105.32
3677,Epsilon Motors 3677,India,1998,21465,144.92
3678,Gamma Motors 3678,USA,1952,5153,128.65
3679,Alpha Motors 3679,Italy,1985,28654,124.08
3680,Iota Motors 3680,Japan,1909,38568,93.66
3681,Zeta Motors 3681,Brazil,1976,39199,60.34
3682,Alpha Motors 3682,France,1962,7514,121.17
3683,Epsilon Motors 3683,Brazil,1953,33346,132.77
3684,Gamma Motors 3684,UK,2008,27991,34.16
3685,Delta Motors 3685,Germany,1941,18729,79.94
3686,Beta Motors 3686,Japan,1985,43063,19.0
3687,Delta Motors 3687,USA,1948,40578,136.76
3688,Alpha Motors 3688,UK,1944,19755,67.16
3689,Delta Motors 3689,Germany,2010,4720,102.88
3690,Iota Motors 3690,Germany,1943,42872,108.37
3691,Delta Motors 3691,South Korea,2015,8298,20.61
3692,Theta Motors 3692,USA,1955,37425,48.37
3693,Iota Motors 3693,South Korea,1909,41658,3.51
3694,Iota Motors 3694,India,1919,45754,122.09
3695,Theta Motors 3695,India,2012,45261,138.27
3696,Alpha Motors 3696,France,2005,3591,113.91
3697,Delta Motors 3697,Germany,1931,32769,98.32
3698,Epsilon Motors 3698,USA,2012,7010,48.63
3699,Eta Motors 3699,France,1996,18312,23.68
3700,Alpha Motors 3700,USA,1963,8515,67.52
3701,Zeta Motors 3701,France,1963,5999,39.71
3702,Theta Motors 3702,Germany,1917,38993,2.17
3703,Theta Motors 3703,South Korea,1957,31466,97.21
3704,Eta Motors 3704,France,1942,13521,129.12
3705,Kappa Motors 3705,Italy,1990,33348,77.14
3706,Beta Motors 3706,France,1982,9859,94.56
3707,Alpha Motors 3707,USA,1924,13951,143.3
3708,Kappa Motors 3708,China,1968,18099,117.32
3709,Gamma Motors 3709,UK,1958,5582,73.3
3710,Iota Motors 3710,Brazil,1943,46708,78.03
3711,Eta Motors 3711,Italy,1967,29833,142.22
3712,Kappa Motors 3712,Brazil,2019,10887,79.75
3713,Zeta Motors 3713,Italy,1945,18734,123.42
3714,Gamma Motors 3714,UK,1950,19763,90.22
3715,Alpha Motors 3715,Germany,1944,35685,12.76
3716,Eta Motors 3716,Japan,1970,30005,132.72
3717,Gamma Motors 3717,India,2020,48557,52.27
3718,Theta Motors 3718,UK,1907,12420,82.15
3719,Kappa Motors 3719,France,2013,5345,130.84
3720,Delta Motors 3720,India,1976,45999,40.13
3721,Theta Motors 3721,USA,2012,10029,55.6
3722,Theta Motors 3722,Germany,1964,18999,100.49
3723,Zeta Motors 3723,France,1969,14832,34.2
3724,Delta Motors 3724,Italy,2015,26293,130.64
3725,Eta Motors 3725,France,1995,25319,56.43
3726,Zeta Motors 3726,Japan,1997,20172,131.14
3727,Iota Motors 3727,India,1930,38487,72.28
3728,Iota Motors 3728,USA,2016,17020,91.87
3729,Eta Motors 3729,Italy,2018,24508,90.72
3730,Delta Motors 3730,France,1957,48780,44.25
3731,Theta Motors 3731,Japan,1920,27717,46.15
3732,Iota Motors 3732,South Korea,2022,30299,29.22
3733,Kappa Motors 3733,South Korea,2021,47795,28.17
3734,Epsilon Motors 3734,India,1959,48064,70.56
3735,Epsilon Motors 3735,Brazil,1921,42360,30.72
3736,Iota Motors 3736,Japan,1920,17875,5.93
3737,Alpha Motors 3737,Japan,1960,8240,75.54
3738,Alpha Motors 3738,Brazil,1952,38086,4.19
3739,Alpha Motors 3739,UK,1918,27450,15.22
3740,Delta Motors 3740,France,1959,24461,49.66
3741,Zeta Motors 3741,China,1907,46159,54.34
3742,Zeta Motors 3742,France,1977,47572,52.98
3743,Gamma Motors 3743,Japan,1967,23250,1.14
3744,Kappa Motors 3744,India,1950,36884,106.38
3745,Kappa Motors 3745,Italy,1951,9637,52.46
3746,Alpha Motors 3746,Brazil,1984,4617,72.3
3747,Theta Motors 3747,Brazil,2002,3681,81.42
3748,Iota Motors 3748,India,1971,28033,96.61
3749,Zeta Motors 3749,Japan,2005,34684,14.36
3750,Eta Motors 3750,Brazil,1912,7830,64.97
3751,Alpha Motors 3751,Brazil,2021,38632,68.99
3752,Delta Motors 3752,Brazil,2012,3426,141.14
3753,Iota Motors 3753,Germany,1963,37370,53.23
3754,Delta Motors 3754,Italy,1998,31102,59.51
3755,Beta Motors 3755,Japan,1979,29044,136.12
3756,Zeta Motors 3756,Brazil,1958,37134,106.17
3757,Delta Motors 3757,South Korea,1960,10824,146.17
3758,Beta Motors 3758,Brazil,2015,7597,19.97
3759,Theta Motors 3759,UK,1983,31761,72.51
3760,Iota Motors 3760,Germany,1915,44506,74.2
3761,Delta Motors 3761,USA,2012,10488,56.89
3762,Alpha Motors 3762,Germany,1922,1456,105.59
3763,Beta Motors 3763,South Korea,1983,43680,1.73
3764,Eta Motors 3764,China,1900,24743,91.67
3765,Kappa Motors 3765,China,2020,3189,127.84
3766,Iota Motors 3766,Brazil,1948,47943,36.13
3767,Kappa Motors 3767,Germany,2001,31878,60.88
3768,Iota Motors 3768,South Korea,1935,26807,38.74
3769,Eta Motors 3769,Brazil,1926,34495,136.11
3770,Epsilon Motors 3770,Italy,1980,9599,134.6
3771,Gamma Motors 3771,Germany,1975,39022,8.91
3772,Epsilon Motors 3772,Germany,2006,4279,139.41
3773,Eta Motors 3773,South Korea,1998,18766,47.54
3774,Eta Motors 3774,Japan,1927,26854,89.9
3775,Beta Motors 3775,USA,1996,19051,51.65
3776,Kappa Motors 3776,China,1936,23174,39.65
3777,Beta Motors 3777,France,2022,41915,136.79
3778,Delta Motors 3778,Germany,1976,42707,73.06
3779,Zeta Motors 3779,France,1999,673,67.69
3780,Epsilon Motors 3780,China,1935,46196,40.47
3781,Alpha Motors 3781,India,2005,8453,59.25
3782,Eta Motors 3782,China,1933,48379,80.33
3783,Delta Motors 3783,Japan,2016,28342,104.16
3784,Theta Motors 3784,France,2015,31382,145.54
3785,Alpha Motors 3785,USA,1972,45251,81.27
3786,Zeta Motors 3786,Germany,1948,19252,42.94
3787,Eta Motors 3787,UK,2020,31746,141.09
3788,Kappa Motors 3788,India,1959,20314,121.4
3789,Epsilon Motors 3789,China,1975,183,87.72
3790,Iota Motors 3790,Brazil,1972,42047,117.94
3791,Epsilon Motors 3791,Brazil,1917,15878,121.15
3792,Delta Motors 3792,South Korea,1908,11486,93.7
3793,Iota Motors 3793,India,1930,9109,54.31
3794,Theta Motors 3794,Brazil,1950,33521,38.92
3795,Epsilon Motors 3795,UK,1902,11272,145.87
3796,Beta Motors 3796,UK,1976,19460,58.72
3797,Iota Motors 3797,UK,1995,37250,86.93
3798,Gamma Motors 3798,France,1941,27246,9.7
3799,Beta Motors 3799,China,1959,49469,90.49
3800,Epsilon Motors 3800,Germany,1998,36221,88.5
3801,Eta Motors 3801,Italy,1911,43154,17.36
3802,Kappa Motors 3802,France,1930,8413,29.54
3803,Zeta Motors 3803,USA,1935,10660,67.41
3804,Epsilon Motors 3804,Germany,2007,32141,128.9
3805,Gamma Motors 3805,USA,1904,18021,126.89
3806,Alpha Motors 3806,Brazil,2003,35479,97.66
3807,Gamma Motors 3807,Germany,1995,21785,142.85
3808,Iota Motors 3808,France,1984,41997,130.15
3809,Iota Motors 3809,Brazil,1963,29502,10.43
3810,Delta Motors 3810,France,1977,27440,138.5
3811,Alpha Motors 3811,UK,2004,31842,7.56
3812,Gamma Motors 3812,South Korea,1938,3211,75.02
